Loan Amount,Funded Amount,Funded Amount Investor,Term,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,BAD
18267,8924,13090.55795,59,12.58475328,A,E2,MORTGAGE,67215.77855,Source Verified,20.92262074,0,0,12,0,3390,41.5323051,7,f,737.1415868,0.046630498,8.487311362,0.5554323,0,INDIVIDUAL,92,23,15265,28714,0
29715,12718,12349.84744,58,8.786901131,C,A3,MORTGAGE,56374.47121,Source Verified,23.64602041,1,0,15,0,4968,12.31341047,13,f,440.8750371,0.067268957,4.064893737,0.955503602,0,INDIVIDUAL,109,56,89830,12775,0
12334,16778,11737.44772,59,11.80346202,C,C3,MORTGAGE,123657.094,Verified,20.47445113,0,0,14,0,12606,88.97310996,22,w,2837.9463100000003,0.113136038,2.704190825,1.320463621,0,INDIVIDUAL,9,34,78489,6619,1
31273,15639,10233.52385,59,13.45206552,F,C4,MORTGAGE,80253.87552,Source Verified,15.42159429,0,0,12,0,1551,95.63489279,41,w,8.360631401000001,0.050806973,1.458950339,1.366173122,0,INDIVIDUAL,136,2,32442,45236,0
14424,22892,11068.74815,59,14.24672271,C,C3,RENT,38951.51368,Verified,10.06505506,0,0,10,0,3517,59.37300231,8,w,2857.3718350000004,0.028991392,9.71044114,0.178608938,0,INDIVIDUAL,108,41,49777,11410,0
9301,11247,9716.254653,58,14.99401648,E,C3,MORTGAGE,41741.24601,Source Verified,17.60097047,0,0,14,0,1059,87.95544770000001,15,f,1135.316227,22.87443976,7.823855900000001,0.4437310479999999,0,INDIVIDUAL,85,37,147643,5737,0
14757,8840,11346.26655,59,9.044469784,C,D1,MORTGAGE,64222.00425,Verified,17.4277108,0,0,10,0,7984,73.3530602,14,w,1843.351022,0.000137583,2.044993585,0.454272142,0,INDIVIDUAL,8,37,304495,12934,0
17730,10967,27120.35564,59,17.11130097,D,D2,OWN,48546.17245,Source Verified,37.0896692,0,1,13,0,727,18.58969668,13,w,1980.042591,0.036554081,3.886253754,0.932898634,1,INDIVIDUAL,150,42,535381,7487,0
13201,34046,16342.48904,58,12.01542487,E,B2,MORTGAGE,192712.8253,Source Verified,38.88622234,0,0,4,1,19868,12.6335776,7,f,2451.389185,23.85693527,0.055604661,0.409375119,0,INDIVIDUAL,24,20,45163,10078,0
6458,9856,10380.72257,58,5.880102487,B,G2,MORTGAGE,40928.63037,Source Verified,30.89252388,7,0,5,0,11029,25.30318101,36,w,534.9598434,0.072476822,5.962408897,0.907070874,0,INDIVIDUAL,21,32,15245,18226,0
20457,4099,15371.87908,59,10.13246713,C,C2,RENT,35569.767980000004,Source Verified,18.126935,0,0,4,0,4027,63.75923017,15,w,840.5739249,0.040335384,4.407571715,1.551741759,0,INDIVIDUAL,124,36,211940,5396,0
5651,16154,15014.8655,59,14.1866694,C,B3,MORTGAGE,36489.19994,Verified,32.04776383,1,0,16,0,3415,54.05634677,39,w,6366.746899,0.019299047,5.188949021,0.5030968929999999,0,INDIVIDUAL,28,41,183871,15392,0
5829,30813,22668.15714,58,11.18012506,B,B4,MORTGAGE,67899.63636,Verified,12.55912038,0,0,11,0,85,63.38054998,7,f,7232.888037999999,0.033836095,6.917864724,0.494193205,0,INDIVIDUAL,133,34,28455,15607,0
5879,16756,5104.940181,58,16.37226794,B,D2,MORTGAGE,71273.48566,Source Verified,32.97758589,0,0,15,0,11283,70.69638269,9,w,2363.90618,0.0052431469999999,1.284829298,1.236418997,0,INDIVIDUAL,50,21,92570,4846,0
18896,11208,15261.56069,58,13.22774821,D,C4,MORTGAGE,136241.6623,Verified,12.7603987,3,0,16,0,2870,79.95289009999999,22,w,5775.562599,0.151543761,2.747887276,0.553249928,0,INDIVIDUAL,11,9,504500,32194,0
16322,12851,15209.97809,59,15.4877418,D,B4,MORTGAGE,67440.00854,Verified,20.82187106,0,0,17,0,13063,54.83383511,14,f,6419.7448810000005,0.03037195,6.243839414,0.277983967,0,INDIVIDUAL,41,19,447304,5776,0
29080,16930,7547.704225,59,9.935045858,C,B4,MORTGAGE,95228.98652,Verified,31.91732982,1,0,7,0,10722,65.00692872,21,f,4870.506481,0.015237311,5.6821419760000005,0.741700945,0,INDIVIDUAL,14,23,76549,15964,0
19633,10747,19101.56578,59,8.993329252,B,B3,RENT,50100.28985,Source Verified,11.7831109,0,0,13,0,2689,61.01276658,22,f,1350.139229,0.077064364,5.917566272999999,1.246106441,0,INDIVIDUAL,51,26,118233,8612,0
6687,3711,9949.583682,59,11.26136534,C,A3,MORTGAGE,154694.0713,Source Verified,29.08443131,0,0,14,0,5068,75.78753743,16,w,1344.454515,0.008028184,1.692567536,0.049096701,0,INDIVIDUAL,69,56,86382,3273,0
30430,23301,25611.48853,59,11.40782443,E,A5,RENT,84536.31772,Source Verified,17.82425887,0,0,11,0,19765,68.66729781,12,w,594.6019607000001,0.0523538209999999,4.878140714,0.344472775,0,INDIVIDUAL,88,11,8997,7674,0
21327,22186,17661.75747,59,9.175334924,B,C3,MORTGAGE,76095.63167999999,Verified,26.46273031,2,0,15,0,3426,44.20596549,23,w,1250.542455,0.121380003,1.898875591,0.306065306,0,INDIVIDUAL,128,54,63158,31065,0
3478,23931,8778.574091,59,10.17019324,A,B2,MORTGAGE,205962.8513,Verified,13.86363067,0,0,7,0,13353,43.14008345,12,w,591.9440764999999,0.000439692,3.376257727,0.351886314,0,INDIVIDUAL,113,11,576573,3614,0
11314,11881,8318.569738,58,13.76929711,B,C3,MORTGAGE,32877.53383,Not Verified,27.57754042,1,0,12,0,2640,73.97291255,19,w,2326.673856,0.019946393,2.670519344,1.1489236109999998,0,INDIVIDUAL,35,36,250306,9175,0
5460,7749,15297.29761,59,21.31746758,D,A1,OWN,73757.52484,Source Verified,26.92428698,0,0,14,1,5995,42.52007785,15,f,3961.265742,0.054443276,1.070642287,0.670889704,0,INDIVIDUAL,62,42,274090,60232,0
9281,9864,12933.39811,59,6.239848099,A,B2,RENT,71110.06947999999,Verified,16.52625386,0,0,12,0,4822,89.80530315,14,f,2280.165178,0.066589939,0.569562651,0.160865115,0,INDIVIDUAL,53,44,38089,14262,1
26161,11289,25553.56709,59,6.628963125,F,C3,RENT,35897.02021,Source Verified,27.86281366,0,0,12,0,90,67.2336163,22,w,2339.034028,0.007932595,4.556204197,0.646559763,1,INDIVIDUAL,58,42,47574,10825,0
9091,11607,5455.862281000001,59,19.61768649,A,C3,RENT,68300.89916,Not Verified,29.25688639,0,0,22,1,8722,85.18423267,10,f,1846.016968,0.105926251,3.980741481,0.479725199,0,INDIVIDUAL,65,37,214976,56104,0
22996,3283,25568.72623,59,15.53350739,D,D4,RENT,72894.65475,Source Verified,39.06556953,0,0,11,0,2248,20.53299464,13,f,139.05450109999998,0.071931304,0.172466053,0.414732868,0,INDIVIDUAL,66,23,129739,6606,0
6700,10958,21956.37664,59,14.52916682,B,D3,RENT,71822.78315,Source Verified,34.91348471,0,0,12,0,6167,53.18502219,26,f,2301.469534,0.063377577,1.5968757669999998,0.942170026,0,INDIVIDUAL,44,40,27751,42087,0
31234,15822,10386.99219,59,12.217264,B,D4,MORTGAGE,32711.81661,Source Verified,35.67945025,0,0,9,0,17057,69.70613934,20,w,691.994542,0.042051316,2.350013989,1.056803143,0,INDIVIDUAL,55,45,105615,34641,0
5611,7135,14250.1066,58,16.78714532,C,B4,MORTGAGE,64136.69436,Not Verified,5.867945271,0,0,11,0,859,74.09745997,20,f,1616.230094,0.082156467,1.949214288,0.984079257,0,INDIVIDUAL,117,50,207528,64836,0
14866,10956,13985.75965,59,11.35350655,B,E4,MORTGAGE,79851.56609,Not Verified,36.02078676,2,0,6,0,1471,23.32529899,7,f,621.1499687999999,0.009975168,3.227883269,0.589030134,0,INDIVIDUAL,148,1,72291,45668,0
5558,11665,14392.43053,59,11.03614444,D,A1,OWN,88054.86144,Source Verified,35.59722984,0,0,11,0,7703,61.99497644,25,w,1114.881003,0.0698672009999999,5.131341272,0.296627441,0,INDIVIDUAL,59,19,31751,13716,0
17781,27786,11691.49215,36,19.22603849,C,B4,MORTGAGE,98697.36146,Verified,26.03311499,0,0,15,0,1994,53.23586786,19,f,805.0994446000001,0.013136681,5.680983773,0.74882834,0,INDIVIDUAL,82,29,307650,28640,0
18209,15672,20250.87426,59,6.379347471,C,D3,RENT,51395.63623,Not Verified,17.64791062,0,0,6,0,60,47.3052629,30,f,5703.004661999999,0.013606324,3.4969610010000003,1.2220548,0,INDIVIDUAL,81,52,200730,13227,0
19624,8205,12408.77134,59,7.050398713,D,F2,MORTGAGE,138780.5486,Not Verified,27.34522442,0,0,15,0,7096,24.65344942,7,f,611.8618122,0.051506869,3.664654886,0.98437237,0,INDIVIDUAL,41,42,203919,33339,0
8870,7662,18523.47504,58,11.96148407,F,C2,MORTGAGE,44747.79281,Source Verified,12.62808608,1,0,10,0,3566,97.81461161,10,f,464.4808421,0.082079109,4.369295837,1.021177658,0,INDIVIDUAL,152,48,115368,9387,1
32595,10849,10365.64158,59,24.75718902,C,B3,MORTGAGE,82358.61262999999,Not Verified,33.98597449,0,0,15,0,12263,32.14515978,15,w,7884.734929000001,0.0327578529999999,1.370488421,0.329279859,0,INDIVIDUAL,64,21,238020,8664,1
28329,31994,21775.05924,59,9.657650716,C,C2,RENT,26986.65077,Source Verified,9.077483612,1,1,16,1,1380,58.13709049,23,f,4124.283382,33.63297462,2.244361548,0.418634323,0,INDIVIDUAL,70,21,29040,63473,0
15595,18860,4464.366872,59,13.75553084,A,D4,RENT,114577.5228,Source Verified,33.20658484,0,0,17,0,7780,83.09244665,24,f,423.61597350000005,0.038731394,2.925166413,0.3482812389999999,0,INDIVIDUAL,64,39,231817,100550,0
18643,25818,20931.17753,59,5.743641097,C,E4,RENT,38163.04087,Not Verified,27.87729179,1,0,10,0,7960,77.75095807,19,f,509.7151413,0.012718655,2.496796539,0.236587043,0,INDIVIDUAL,126,29,64228,39977,0
6967,7994,7015.317009,58,13.41625631,D,B5,RENT,87152.59118999999,Not Verified,12.56674274,0,1,11,0,2138,46.3382214,25,w,1152.779493,0.11386414,6.582596426,1.264238307,0,INDIVIDUAL,77,24,90102,6830,0
34707,13336,13012.67915,59,7.334917031,A,B4,OWN,76933.06244,Not Verified,34.45840176,0,0,7,1,979,49.30788606,26,f,552.8906847999999,0.020257816,1.545162845,1.655174334,0,INDIVIDUAL,79,54,42511,8475,0
9646,20400,17171.96,58,10.45533692,B,A4,MORTGAGE,49938.01055,Source Verified,28.42528526,0,0,10,0,17504,89.88698202,22,w,3644.295304,0.058122883,2.119034172,1.441237717,0,INDIVIDUAL,78,41,51060,13656,0
34865,6953,12640.98256,59,7.525719202999999,A,C1,RENT,54740.51064,Source Verified,16.84421002,1,0,14,0,6294,52.16081338,23,w,2438.319625,0.012683116,4.707771181,1.064719891,0,INDIVIDUAL,100,54,4735,12447,0
12242,11894,17222.18559,59,12.50371463,B,B4,MORTGAGE,73164.35297,Source Verified,16.49931804,0,0,34,0,10926,30.91881569,34,w,1638.081617,0.0449255629999999,1.973334533,1.246927695,0,INDIVIDUAL,82,27,76269,13161,0
5134,17533,10658.2553,59,9.111136478,E,B4,OWN,118466.9443,Source Verified,33.40135987,0,0,10,1,180,36.51238797,23,w,2061.164499,0.0552028559999999,4.399673782,0.8896803059999999,0,INDIVIDUAL,22,55,489329,6104,0
11800,7881,11869.65711,59,5.361311421,A,B4,RENT,53494.96633,Verified,23.83533956,1,0,23,0,7440,58.19057866,25,w,350.0036796,0.001600417,2.877013658,37.1233689,0,INDIVIDUAL,58,49,285978,28145,0
33550,24905,13214.038,59,11.4335529,C,C4,MORTGAGE,123478.4111,Source Verified,11.41330504,0,0,18,0,3836,58.61619581,15,w,2452.362738,0.078910897,6.922207157000001,1.22503609,0,INDIVIDUAL,114,36,122779,26697,0
19343,12257,9110.084525,58,9.195609646,E,B4,MORTGAGE,111117.7823,Source Verified,16.9344676,0,0,13,1,7597,40.37839493,13,f,963.5741226,13.08559683,7.929924413999999,0.0952546419999999,0,INDIVIDUAL,110,47,22822,25212,0
17537,32571,14389.89031,59,18.51576496,A,C4,MORTGAGE,91984.58722,Not Verified,31.36215141,0,0,29,0,26366,15.56060173,21,w,181.9448049,0.083646334,1.213990259,0.983102289,0,INDIVIDUAL,141,46,212705,15165,0
13123,8292,8263.342336,58,11.52663351,B,C3,MORTGAGE,49541.04763,Verified,18.17617026,1,0,32,0,5371,17.78417824,13,w,1491.125598,0.019330252,2.572104222,1.013409274,0,INDIVIDUAL,38,14,271225,24405,0
5429,5792,4758.058045000001,58,17.01150026,A,F4,MORTGAGE,35023.81587,Not Verified,11.0236145,1,1,25,0,16536,88.63952233,20,w,903.1082048,0.023446911,4.359762647,1.300470314,0,INDIVIDUAL,30,20,27536,15469,0
14937,31725,11625.30336,59,11.75852823,A,E1,MORTGAGE,52760.31693,Not Verified,31.1470409,0,0,7,1,1471,70.49614136,16,w,624.661245,0.0503832959999999,2.739171092,0.569131947,0,INDIVIDUAL,16,38,86069,1602,0
20021,15185,20084.34558,59,14.88333319,C,B3,MORTGAGE,106721.0876,Not Verified,24.49518677,0,0,13,0,3369,43.31299479,7,f,1031.742112,24.55646142,6.761737938,0.963926738,0,INDIVIDUAL,53,34,89108,12216,0
14187,17404,8830.561428,58,7.877418161,D,B4,OWN,38588.04253,Not Verified,16.00032979,0,0,22,0,1175,55.63463881,8,f,3886.560454,0.096904204,3.954761141,0.354212706,0,INDIVIDUAL,70,48,242089,15444,0
21128,11320,6142.377015,59,20.33190803,C,C1,OWN,71531.85847,Source Verified,28.64184639,2,1,11,0,7459,66.01285168,14,f,1690.223638,0.0823298309999999,8.591114079,0.697265083,0,INDIVIDUAL,73,470,127768,53416,1
33443,32052,22955.26912,59,18.3175217,B,D3,MORTGAGE,86541.08664,Verified,24.35293334,1,0,13,0,5904,92.02194731,20,f,1093.695026,0.022420374,3.4882112160000003,0.984456234,0,INDIVIDUAL,56,25,101350,2153,0
15083,21144,21334.19531,36,11.42926305,C,D1,MORTGAGE,60258.59444,Not Verified,32.83173645,0,0,7,0,6100,54.34501001,23,f,506.9969198,0.002139376,0.398474711,0.139577437,0,INDIVIDUAL,4,41,82189,6582,0
14599,8624,12609.33883,59,15.44845609,A,B2,MORTGAGE,66468.91876,Not Verified,22.80860298,2,0,13,0,7511,17.97561325,13,f,10099.70845,0.05198265,3.281098806,0.330760006,0,INDIVIDUAL,17,51,74614,16693,0
16184,16959,20649.0703,36,8.758753236,C,D3,MORTGAGE,87313.04074,Verified,26.89249784,0,0,8,0,43860,82.68539871,18,w,471.4072089,0.0322163029999999,2.280241165,1.077979285,0,INDIVIDUAL,9,37,514221,30525,0
18312,6872,11297.74255,59,13.1016695,B,F1,RENT,36921.411,Source Verified,22.51673137,0,0,9,0,166,42.06745834,4,w,399.1373951000001,0.011248011,2.9746870660000004,0.296302893,0,INDIVIDUAL,95,42,175129,15269,0
15332,30364,8361.171376999999,59,6.502961439,C,B4,MORTGAGE,81626.07791,Source Verified,12.45901354,0,0,10,0,9441,33.85942098,19,w,1061.652735,0.061910769,0.640954709,0.714302876,0,INDIVIDUAL,18,15,381181,25958,0
10621,5887,15215.52145,58,14.02336596,B,D4,RENT,32545.24861,Not Verified,26.18521874,0,0,16,0,2210,54.85938714,11,w,1695.8930300000002,0.018675315,0.8379148470000001,0.870119263,0,INDIVIDUAL,81,18,103669,16818,0
14553,5601,8781.893340999999,59,14.16956184,C,B4,MORTGAGE,42403.30625,Verified,20.0339083,0,0,9,0,8324,39.38173266,10,f,1991.647797,0.003685796,0.282009877,0.885382221,0,INDIVIDUAL,11,56,136682,40724,0
23712,7016,6480.264136,58,9.516467338,C,C1,MORTGAGE,86909.94241,Verified,32.39555456,0,0,10,0,12129,50.28790809,14,w,932.0021224,0.025623917,1.076020755,1.000835134,0,INDIVIDUAL,27,8,183064,5332,0
16005,8115,10720.47582,58,13.02592468,C,A4,MORTGAGE,65572.66045,Verified,23.714206,0,1,10,0,5536,58.61950161,16,w,1095.783284,0.0498539509999999,5.857422672,0.751118078,0,INDIVIDUAL,15,19,25684,2534,0
29981,34321,8282.976413,59,18.51474285,B,C3,RENT,60336.27925,Source Verified,14.15350631,0,1,37,0,5835,29.73708372,16,f,6089.921751,0.022240665,7.423704992,1.267126403,0,INDIVIDUAL,20,40,558346,70740,0
24216,9283,10271.57102,58,15.416309,C,D3,OWN,33654.8356,Source Verified,19.89474552,0,2,14,0,29199,56.93838497,22,f,2301.763399,0.103638878,7.114511200000001,0.921309743,0,INDIVIDUAL,78,35,261414,2515,0
18864,34890,16017.34226,59,17.10432471,D,B2,OWN,79129.7567,Verified,26.44976265,0,2,11,0,5738,91.21533371,18,f,1962.013465,0.017796338,7.811580274,0.775328523,0,INDIVIDUAL,103,17,36407,21687,0
23696,25588,7607.707631,59,11.19421594,C,B5,RENT,114576.1958,Source Verified,27.80392319,1,0,13,0,13865,69.79786501,10,w,1150.299226,0.041520407,2.381954594,0.8462450890000001,0,INDIVIDUAL,45,44,293955,3409,0
18300,30455,10863.55539,59,12.14819715,D,A5,RENT,157249.2515,Source Verified,19.78027891,0,0,12,0,22598,31.14051297,36,f,1551.029729,0.003146894,2.723886295,0.966098263,0,INDIVIDUAL,22,26,240408,18442,0
28530,5142,16147.25121,59,15.80275278,D,B5,MORTGAGE,59511.34086,Source Verified,22.10026353,1,1,11,0,5073,64.50373157,25,f,1782.266509,0.052867895,3.59507641,0.435295373,0,INDIVIDUAL,103,12,37157,12527,0
31100,22692,6865.938722,59,8.860505984,A,C4,OWN,130824.3221,Not Verified,36.02939787,0,3,7,1,6016,2.135088524,23,w,823.9134285,0.084262729,7.613258717999999,0.7075538,0,INDIVIDUAL,89,57,49699,22325,0
10780,16870,13294.30602,59,10.06064358,D,B2,MORTGAGE,111394.1375,Source Verified,22.1634383,1,0,8,0,11324,50.46962006,12,w,1435.999817,0.012827515,1.179456037,1.330934761,0,INDIVIDUAL,5,24,151663,30888,0
29994,9949,21866.00973,59,10.79585326,D,B1,RENT,38726.0201,Not Verified,22.59911959,0,0,18,1,4086,85.75681034,18,w,2120.357493,0.020837632,5.1453608410000005,0.456854615,0,INDIVIDUAL,6,24,68776,20906,0
21725,18360,17773.681419999997,59,10.71046699,C,A5,RENT,100348.9277,Verified,18.44798169,1,0,16,1,6461,6.05137999,18,f,696.5253748,0.0246206579999999,4.459887488,0.429332559,0,INDIVIDUAL,94,38,419087,1528,0
15680,17918,11536.15264,59,8.471079387,C,B1,MORTGAGE,67951.64647,Source Verified,34.953855700000005,0,0,13,0,767,68.61096287,32,f,3522.544503,0.061932072,1.316719502,0.518457245,0,INDIVIDUAL,145,14,108809,4958,0
5992,31439,10735.89101,59,14.44902947,F,D1,RENT,96181.66388,Source Verified,18.48108252,2,0,11,0,19040,39.74878084,23,w,576.1811097,0.0648938209999999,4.044517326,0.453413009,0,INDIVIDUAL,106,12,304253,46542,1
10152,9595,9866.479746,59,10.62137884,C,D2,RENT,71885.60696,Verified,16.65950585,1,0,13,0,13773,13.49095114,16,w,1274.9687720000002,0.00101754,2.798294835,0.292214058,0,INDIVIDUAL,46,44,111666,11460,0
10673,32815,14394.00265,59,7.1905406670000005,B,F4,RENT,28259.50934,Verified,36.82929481,0,1,15,0,2879,41.88312646,28,f,1256.478377,0.056306397,7.530789008999999,1.368697188,0,INDIVIDUAL,26,43,617881,38211,0
15811,8253,7029.463502,58,11.68050688,A,B5,RENT,145190.705,Source Verified,16.894069899999998,1,1,11,0,7552,49.84051141,13,f,703.9567611,0.001599379,0.753050329,1.185565954,0,INDIVIDUAL,24,46,93403,5655,1
20263,7319,26723.20562,58,9.876180392,C,C1,MORTGAGE,88410.92806,Source Verified,30.03338411,0,0,10,0,1376,30.85316745,20,w,2918.144094,0.017404686,5.68782804,1.21011401,0,INDIVIDUAL,158,39,25404,28982,0
30247,4248,7290.767707999999,58,11.98654169,D,B1,MORTGAGE,149857.9584,Source Verified,21.25123671,0,0,29,0,9004,59.93646341,14,f,917.8792991,0.004410007,4.180217092,0.759331381,0,INDIVIDUAL,87,33,28410,63156,0
6419,31596,8737.300884999999,59,18.25112492,G,C3,RENT,42670.42684,Not Verified,25.17970943,1,2,10,0,2256,18.21203757,8,f,314.9623571,0.030869515,0.1173009219999999,1.195287106,0,INDIVIDUAL,34,17,396173,15668,0
9044,26767,25987.30085,59,17.43899981,D,C1,OWN,51964.62755,Source Verified,37.1364159,0,0,11,0,742,85.4894733,18,f,911.3021349,0.052821014,3059.57172,0.44763049,0,INDIVIDUAL,71,36,28176,23730,0
3040,12878,29281.09641,58,12.02652562,C,D5,RENT,71296.38668,Not Verified,28.2305008,0,0,27,0,1107,7.968829125,30,f,293.3550224,0.039849317,8.710543413,0.8982819,0,INDIVIDUAL,64,50,429524,127766,0
32408,13234,11090.8068,59,16.016725,C,C5,OWN,90340.80289,Verified,25.31891861,0,0,13,0,7725,51.2800917,26,f,1007.297657,0.037528525,0.541340574,0.675766784,0,INDIVIDUAL,61,60,439399,8067,0
33731,23579,25480.98477,59,7.465803277999999,D,B2,RENT,62047.858770000006,Verified,29.56434067,0,0,11,0,2774,50.40049986,9,f,2183.74414,0.039350441,4.864906417,1.512216336,0,INDIVIDUAL,152,23,54711,1394,0
15940,5112,15547.68028,59,12.24209497,D,B2,MORTGAGE,51102.27389,Verified,39.28083031,0,0,19,0,3597,83.99171483,25,w,405.2685153,0.064667716,0.574460021,1.209310834,0,INDIVIDUAL,41,25,166427,33382,0
5115,13316,16879.56427,59,8.397034425,C,E1,MORTGAGE,83688.11734,Source Verified,28.89909643,0,0,30,0,4804,44.97559993,17,w,338.2104489,0.004893452,3.905225969,0.5780908060000001,0,INDIVIDUAL,7,17,30604,65583,0
28624,18277,10884.87885,58,14.7622108,B,A1,MORTGAGE,61352.9128,Verified,19.57661944,1,0,9,0,3364,37.11795451,12,w,3208.299773,0.0232219979999999,3.0689016280000003,0.62747309,0,INDIVIDUAL,69,35,63668,5720,0
15397,8936,15662.96955,59,11.02043723,C,C5,MORTGAGE,42841.35775,Verified,14.71189037,0,0,11,0,3453,48.19332163,18,f,218.2169257,0.055217828,2.57005621,0.549407843,0,INDIVIDUAL,81,44,125181,26844,0
16837,4166,21063.09778,59,12.37529668,C,C3,OWN,65562.69477,Source Verified,15.16721978,0,0,10,0,25679,55.38899016,10,f,481.8525684,0.078702512,2059.548799,20.8207504,0,INDIVIDUAL,119,36,24512,30467,0
8713,17952,12479.68202,59,17.87583131,C,C3,MORTGAGE,87121.37607,Source Verified,15.36500324,0,0,9,0,329,35.78699132,12,w,1189.267302,0.032834981,0.8332519070000001,0.682143375,0,INDIVIDUAL,59,37,183779,1181,0
16238,10149,20428.47596,58,10.83875283,D,B5,RENT,57598.07135,Not Verified,12.55864956,0,2,14,1,4967,60.37054338,21,w,9945.760042,0.109547479,0.0480965629999999,0.795652792,0,INDIVIDUAL,123,45,518976,7736,0
7973,33367,14106.24319,59,10.70127394,B,E4,MORTGAGE,48150.97794,Source Verified,23.42039707,0,0,13,0,1560,22.65705887,23,f,1280.796402,0.009886454,4.608692954,0.525869122,0,INDIVIDUAL,58,15,166073,24083,0
19472,25735,13774.97865,59,17.19170509,C,B5,RENT,172587.8838,Verified,22.4019128,0,0,12,0,2031,46.00838517,22,f,1094.894502,0.031562282,3.907846445,1.055409075,0,INDIVIDUAL,150,38,114912,5662,0
19377,21959,16318.113330000002,59,10.34876042,D,E1,MORTGAGE,78589.73947999999,Source Verified,16.23763125,0,0,8,0,4026,44.44023477,5,f,1084.599748,0.054395861,4.417233503,0.713167047,1,INDIVIDUAL,67,32,78051,11112,0
18476,7029,9010.552882,59,15.17060283,C,B3,MORTGAGE,49224.8831,Source Verified,33.78447182,1,0,9,0,14941,62.14974813,12,f,336.5168526,0.01761759,0.6955399090000001,0.878224442,0,INDIVIDUAL,20,40,200859,29192,0
9933,18158,26360.43526,59,16.24072954,B,B1,MORTGAGE,161970.1081,Verified,18.98653701,1,0,12,0,6388,4.871772218,40,f,242.1184797,0.051002452,1.971448927,0.992939031,0,INDIVIDUAL,10,53,38746,12195,0
22764,8880,14864.98628,58,17.11596401,C,B4,MORTGAGE,249896.0225,Source Verified,38.47756424,0,0,9,0,2462,99.21065805,25,f,1394.885452,0.006430336,1.251269924,0.80157799,0,INDIVIDUAL,36,44,217502,56502,0
27198,22739,11467.61506,59,11.72434569,C,A4,RENT,38554.150160000005,Not Verified,13.22547482,1,0,28,0,19090,59.05329638,15,w,324.25163639999994,0.022767138,3.946229349,1.4017430869999998,0,INDIVIDUAL,49,39,113511,9223,0
3959,31036,9696.750291,58,10.29046207,A,A5,MORTGAGE,71295.10595,Source Verified,19.99620427,0,0,11,0,119,61.40053799,22,w,2381.300073,0.1127831919999999,1.150768626,0.8108385929999999,0,INDIVIDUAL,86,42,108004,4407,0
