Employment Length,Zip Code,BAD,Amount Requested,Loan Title,State
9 years,307xx,0,17600.0,Debt consolidation,GA
1 year,117xx,0,5250.0,Debt consolidation,NY
10+ years,644xx,1,24000.0,Debt consolidation,MO
10+ years,238xx,0,8000.0,Paydown,VA
8 years,078xx,0,7000.0,Credit cards,NJ
3 years,114xx,0,21075.0,Debt consolidation,NY
< 1 year,221xx,1,15000.0,Credit card refinancing,VA
< 1 year,207xx,0,10000.0,Home buying,MD
10+ years,076xx,0,10000.0,Other,NJ
10+ years,727xx,0,18000.0,Debt consolidation,AR
1 year,346xx,0,5000.0,Lower my debt,FL
4 years,223xx,0,16800.0,Debt consolidation,VA
8 years,327xx,0,18000.0,Debt consolidation,FL
8 years,752xx,1,23000.0,Other,TX
1 year,164xx,0,7500.0,Debt consolidation,PA
2 years,026xx,0,7225.0,Medical expenses,MA
4 years,782xx,0,10000.0,Debt consolidation,TX
6 years,300xx,0,18000.0,Home improvement loan,GA
5 years,330xx,0,12000.0,Credit card refinancing,FL
1 year,928xx,0,12500.0,Debt consolidation,CA
10+ years,112xx,0,8000.0,Debt consolidation,NY
7 years,902xx,1,15000.0,Debt consolidation,CA
7 years,926xx,0,12000.0,Debt consolidation,CA
< 1 year,701xx,0,5000.0,Debt consolidation,LA
4 years,977xx,0,28000.0,Credit card payoff loan,OR
< 1 year,797xx,0,35000.0,Debt consolidation,TX
7 years,285xx,0,14700.0,Debt consolidation,NC
2 years,346xx,0,16000.0,Credit card refinancing,FL
10+ years,945xx,0,18000.0,Debt consolidation,CA
6 years,770xx,0,14500.0,Credit card refinancing,TX
3 years,750xx,0,10000.0,Credit card refinancing,TX
3 years,298xx,0,6500.0,Home improvement,SC
2 years,913xx,0,10000.0,Debt consolidation,CA
10+ years,442xx,0,7000.0,Debt consolidation,OH
10+ years,394xx,0,12000.0,Debt consolidation,MS
10+ years,104xx,0,17500.0,Credit card refinancing,NY
4 years,921xx,0,25000.0,Credit card refinancing,CA
10+ years,294xx,0,2050.0,Other,SC
2 years,220xx,1,10000.0,Debt consolidation,VA
1 year,352xx,0,4500.0,Debt consolidation,AL
10+ years,301xx,0,17600.0,Credit card refinancing,GA
10+ years,782xx,1,16000.0,Debt consolidation,TX
3 years,919xx,1,17050.0,Pay off,CA
10+ years,297xx,0,26000.0,Debt consolidation,SC
10+ years,930xx,0,20000.0,Debt consolidation,CA
10+ years,907xx,0,12000.0,Credit card refinancing,CA
4 years,826xx,1,34800.0,Debt consolidation,WY
10+ years,974xx,0,15000.0,Debt consolidation,OR
2 years,347xx,0,32000.0,CC Consolidation,FL
10+ years,606xx,0,2000.0,Debt consolidation,IL
5 years,070xx,0,13300.0,Debt consolidation,NJ
4 years,600xx,0,8000.0,Debt consolidation,IL
6 years,891xx,1,15000.0,Debt consolidation,NV
1 year,015xx,0,15000.0,Home improvement,MA
3 years,978xx,1,20000.0,Credit card refinancing,OR
10+ years,599xx,0,10000.0,Debt consolidation,MT
8 years,481xx,0,25000.0,Freedom,MI
1 year,779xx,0,8000.0,Debt consolidation,TX
1 year,027xx,0,23900.0,Credit card refinancing,MA
10+ years,550xx,0,8000.0,Debt consolidation,MN
10+ years,334xx,0,3000.0,Other,FL
3 years,856xx,1,10200.0,Debt consolidation,AZ
10+ years,800xx,0,11300.0,Debt consolidation,CO
7 years,841xx,0,2000.0,Car financing,UT
10+ years,121xx,0,5000.0,Credit card refinancing,NY
< 1 year,864xx,0,2000.0,Debt consolidation,AZ
10+ years,053xx,0,7500.0,Credit card refinancing,VT
7 years,497xx,0,20000.0,Debt consolidation,MI
10+ years,894xx,1,14000.0,Credit card refinancing,NV
8 years,949xx,0,15000.0,Home improvement,CA
10+ years,207xx,0,6000.0,Debt consolidation,MD
< 1 year,638xx,0,19350.0,Debt consolidation,MO
3 years,176xx,0,15000.0,Debt consolidation,PA
3 years,786xx,1,20000.0,Debt consolidation,TX
< 1 year,314xx,0,35000.0,Major purchase,GA
3 years,809xx,0,14400.0,Debt consolidation,CO
< 1 year,112xx,1,10000.0,Credit card refinancing,MA
9 years,371xx,0,9000.0,Debt consolidation,TN
1 year,100xx,1,25000.0,Panther,NY
10+ years,197xx,1,13375.0,Debt consolidation,DE
1 year,972xx,1,4800.0,Moving and relocation,OR
2 years,553xx,0,5000.0,Starting Over,MN
8 years,760xx,0,12650.0,pay off credit cards & high loans ,TX
8 years,113xx,0,28000.0,Debt consolidation,NY
4 years,785xx,0,4200.0,Debt consolidation,TX
< 1 year,335xx,0,15000.0,Debt consolidation,FL
10+ years,108xx,0,1875.0,refinance,NY
5 years,900xx,0,9000.0,Health Investment,CA
3 years,331xx,1,22800.0,Debt consolidation,FL
< 1 year,338xx,1,18900.0,Major purchase,FL
4 years,029xx,0,7000.0,Debt consolidation,RI
< 1 year,105xx,0,5200.0,Credit card refinancing,NY
10+ years,372xx,0,18000.0,Debt consolidation,TN
5 years,283xx,0,11000.0,Debt consolidation,NC
3 years,782xx,0,10800.0,Debt consolidation,TX
1 year,201xx,0,6000.0,Tax/Car Loan Consolidation,VA
3 years,980xx,1,25000.0,consolidation,WA
10+ years,181xx,0,8400.0,Debt consolidation,PA
8 years,141xx,0,34475.0,Debt consolidation,NY
4 years,190xx,1,16000.0,Credit card consolidation,PA
5 years,280xx,1,12000.0,Home improvement,NC
10+ years,286xx,0,12000.0,Debt consolidation,NC
3 years,403xx,0,7000.0,Home,KY
7 years,088xx,0,21200.0,Debt consolidation,NJ
2 years,785xx,0,6000.0,Debt consolidation,TX
5 years,070xx,0,15000.0,Credit card refinancing,NJ
5 years,109xx,1,11200.0,Home improvement,NY
9 years,481xx,1,10000.0,Debt consolidation,MI
4 years,762xx,0,15000.0,Debt consolidation,TX
7 years,117xx,0,5000.0,Other,NY
10+ years,275xx,0,32000.0,Debt consolidation,NC
5 years,921xx,1,15250.0,Home improvement,CA
7 years,115xx,1,35000.0,Home improvement,NY
10+ years,913xx,0,7000.0,Debt consolidation,CA
9 years,432xx,0,19650.0,Debt consolidation,OH
10+ years,641xx,1,20000.0,Home improvement,MO
10+ years,350xx,0,20000.0,Debt consolidation,AL
1 year,567xx,1,13600.0,Debt consolidation,MN
10+ years,165xx,0,9100.0,Debt consolidation,PA
2 years,921xx,0,9000.0,Credit card refinancing,CA
3 years,530xx,0,18000.0,Home improvement,WI
6 years,480xx,0,30000.0,Debt consolidation,MI
10+ years,606xx,0,8000.0,homeatlast,IL
3 years,441xx,0,15000.0,Debt consolidation,OH
5 years,115xx,0,15000.0,Debt consolidation,NY
10+ years,483xx,1,16000.0,Debt consolidation,MI
10+ years,107xx,0,20000.0,Debt consolidation,NY
1 year,920xx,0,6000.0,Credit card refinancing,CA
4 years,982xx,0,15000.0,Debt consolidation,WA
9 years,433xx,0,35000.0,Debt consolidation,OH
5 years,580xx,0,15000.0,Debt consolidation,ND
10+ years,444xx,0,16000.0,Debt consolidation,OH
< 1 year,631xx,0,17000.0,Credit card refinancing,MO
5 years,296xx,1,24000.0,Debt consolidation,SC
7 years,408xx,0,7500.0,Other,KY
10+ years,912xx,1,12575.0,Debt consolidation,CA
5 years,752xx,0,15200.0,Debt consolidation,TX
< 1 year,951xx,0,14400.0,Credit card refinancing,CA
1 year,802xx,0,30000.0,Debt consolidation,CO
10+ years,057xx,0,3600.0,Other,VT
10+ years,333xx,0,17000.0,Debt consolidation,FL
10+ years,481xx,0,32000.0,5 YEARS,MI
5 years,133xx,0,9975.0,Home improvement,NY
10+ years,342xx,1,9500.0,Debt consolidation,FL
5 years,786xx,0,4000.0,Major purchase,TX
8 years,076xx,0,7000.0,Debt consolidation,NJ
10+ years,550xx,0,9800.0,Cosolidating High interest Credit Cards,MN
10+ years,604xx,0,8000.0,Debt consolidation,IL
5 years,774xx,0,8000.0,Debt consolidation,TX
< 1 year,372xx,0,10000.0,Debt consolidation,TN
10+ years,759xx,0,26500.0,Swimming Pool,TX
10+ years,019xx,0,22400.0,Credit card refinancing,MA
4 years,208xx,0,25000.0,would like to consolidate my credit card,MD
< 1 year,402xx,0,1200.0,Debt consolidation,KY
6 years,853xx,0,27000.0,Debt consolidation,AZ
2 years,941xx,0,4500.0,Medical expenses,CA
10+ years,104xx,1,15000.0,Debt consolidation,NY
2 years,562xx,0,12000.0,consoladatin,MN
2 years,946xx,0,10000.0,Help Me Buy My First Home!,CA
< 1 year,300xx,0,28500.0,Debt consolidation,GA
10+ years,287xx,0,10000.0,Debt consolidation,NC
10+ years,900xx,0,11800.0,Pay off Credit Cards,CA
10+ years,797xx,0,20000.0,Debt Consolidation with Fixed Term,TX
10+ years,070xx,0,7975.0,Debt consolidation,NJ
10+ years,402xx,0,8000.0,Debt consolidation,KY
< 1 year,105xx,0,12000.0,Other,NY
2 years,456xx,0,16000.0,Home buying,OH
< 1 year,112xx,1,18225.0,CREDIT CARD PAY OFF,NY
10+ years,208xx,0,3500.0,Debt consolidation,MD
7 years,606xx,1,35000.0,Home improvement,IL
8 years,478xx,0,3000.0,Other,IN
10+ years,801xx,0,16000.0,debt relief,CO
3 years,301xx,0,7500.0,Debt consolidation,GA
9 years,171xx,0,3000.0,Credit card refinancing,PA
10+ years,750xx,0,5000.0,Debt consolidation,TX
6 years,933xx,1,2500.0,Debt consolidation,CA
2 years,773xx,0,12000.0,Personal Loan,TX
2 years,303xx,0,24000.0,Debt consolidation,GA
2 years,553xx,0,1750.0,Credit card refinancing,MN
9 years,224xx,0,8400.0,Debt consolidation,VA
< 1 year,530xx,0,7000.0,Home improvement,WI
2 years,113xx,0,5000.0,Other,NY
7 years,209xx,0,16000.0,CC Credit Consolidation,MD
10+ years,070xx,0,28000.0,Credit card refinancing,NJ
10+ years,327xx,0,18500.0,Credit card refinancing,FL
10+ years,890xx,0,25200.0,Credit card refinancing,NV
10+ years,351xx,0,18000.0,Debt consolidation,AL
6 years,750xx,1,35000.0,Debt consolidation,TX
8 years,245xx,0,14400.0,Credit Card/Loan Refinance,VA
10+ years,018xx,0,6025.0,Other,MA
2 years,751xx,0,5500.0,Debt consolidation,TX
10+ years,926xx,0,3000.0,Other,CA
7 years,824xx,0,17600.0,Debt consolidation,WY
10+ years,302xx,0,4225.0,Debt consolidation,GA
10+ years,751xx,0,20000.0,Home improvement,TX
8 years,221xx,0,25000.0,Debt consolidation,VA
10+ years,025xx,0,11000.0,Debt consolidation,MA
10+ years,954xx,0,35000.0,Home improvement,CA
2 years,921xx,0,18000.0,Home Improvement Loan,CA
10+ years,958xx,1,15000.0,Credit card refinancing,CA
< 1 year,786xx,0,10000.0,Debt consolidation,TX
9 years,125xx,0,10000.0,Consolidation,NY
5 years,331xx,0,12000.0,Credit card refinancing,FL
< 1 year,194xx,0,12000.0,Credit card refinancing,PA
10+ years,019xx,0,7000.0,Other,MA
2 years,967xx,0,11500.0,Debt consolidation,HI
8 years,302xx,1,28800.0,Business,GA
< 1 year,946xx,0,4000.0,Credit card refinancing,CA
10+ years,071xx,0,11200.0,Credit card refinancing,NJ
10+ years,531xx,0,9075.0,Credit card refinancing,WI
4 years,483xx,0,11000.0,Credit card refinancing,MI
5 years,750xx,0,15000.0,Credit card refinancing,TX
< 1 year,894xx,0,8000.0,Debt consolidation,NV
2 years,115xx,0,35000.0,Debt consolidation,NY
7 years,780xx,1,28000.0,Debt consolidation,TX
< 1 year,089xx,0,8000.0,Pay 401k Loan Balance from Previous Emp.,NJ
10+ years,906xx,0,10800.0,Business,CA
< 1 year,926xx,0,4000.0,Credit card refinancing,CA
2 years,180xx,0,16000.0,Debt consolidation,PA
2 years,105xx,0,10000.0,Credit card refinancing,NY
2 years,915xx,1,17000.0,Debt consolidation,CA
2 years,064xx,0,6575.0,Debt consolidation,CT
10+ years,927xx,0,18900.0,Debt consolidation,CA
10+ years,918xx,0,20000.0,Home improvement,CA
8 years,301xx,1,13200.0,Debt consolidation,GA
1 year,852xx,0,5650.0,Debt consolidation,AZ
9 years,957xx,0,12000.0,Credit card refinancing,CA
10+ years,606xx,1,7300.0,Debt consolidation,IL
3 years,276xx,0,4000.0,Debt consolidation,NC
5 years,121xx,1,3000.0,Credit card refinancing,NY
5 years,330xx,0,2025.0,Other,FL
2 years,109xx,0,15000.0,Credit card refinancing,NY
< 1 year,302xx,0,4225.0,Other,GA
7 years,209xx,1,14400.0,Credit card refinancing,MD
10+ years,301xx,0,8500.0,PAY OFF LOAN,GA
1 year,435xx,0,7200.0,Debt consolidation,OH
< 1 year,064xx,0,20000.0,Debt consolidation,CT
5 years,275xx,0,18000.0,Credit card refinancing,NC
1 year,117xx,0,1200.0,Home improvement,NY
10+ years,860xx,0,5000.0,Debt consolidation,AZ
4 years,402xx,0,15000.0,Debt consolidation,KY
8 years,315xx,0,14000.0,Debt consolidation,GA
7 years,481xx,1,5000.0,Debt consolidation,MI
10+ years,170xx,0,18000.0,Debt consolidation,PA
2 years,181xx,0,24000.0,Consolidation,PA
4 years,673xx,0,5600.0,Debt consolidation,KS
3 years,331xx,0,15000.0,Credit card refinancing,FL
10+ years,295xx,0,8000.0,Debt consolidation,SC
10+ years,346xx,0,11200.0,Debt consolidation,FL
10+ years,800xx,0,14800.0,Debt consolidation,CO
< 1 year,293xx,0,7575.0,Debt consolidation,SC
10+ years,190xx,1,20125.0,HelpConsolidate,PA
10+ years,021xx,1,40000.0,Debt consolidation,MA
4 years,117xx,0,29700.0,debt consolidation,NY
10+ years,664xx,0,17950.0,Debt consolidation,KS
8 years,232xx,0,7500.0,Debt consolidation,VA
3 years,357xx,0,5000.0,Pay the Bills Loan,AL
< 1 year,551xx,0,5400.0,Home improvement,MN
10+ years,920xx,0,20000.0,Other,CA
6 years,970xx,0,15000.0,Debt consolidation,OR
7 years,366xx,0,10000.0,Debt consolidation,AL
7 years,379xx,0,10000.0,Debt consolidation,TN
10+ years,705xx,0,3600.0,Closure of accounts,LA
10+ years,015xx,0,25000.0,Debt consolidation,MA
10+ years,078xx,0,4000.0,Home improvement,NJ
10+ years,945xx,1,16250.0,Debt consolidation,CA
1 year,104xx,0,18825.0,Debt consolid,NY
8 years,386xx,0,8400.0,Debt consolidation,MS
5 years,606xx,0,13000.0,fiscally_smart05,IL
10+ years,531xx,0,30000.0,Home improvement,WI
< 1 year,626xx,0,35000.0,Debt consolidation,IL
10+ years,300xx,0,20000.0,Debt consolidation,GA
10+ years,616xx,0,20275.0,Debt consolidation,IL
3 years,431xx,0,10000.0,Debt consolidation,OH
< 1 year,773xx,0,13000.0,Credit card refinancing,TX
2 years,070xx,0,9500.0,Debt consolidation,NJ
7 years,361xx,1,11200.0,Credit card refinancing,AL
4 years,761xx,0,11500.0,Debt consolidation,TX
2 years,850xx,0,19000.0,Debt consolidation,AZ
< 1 year,972xx,0,6400.0,Debt consolidation,OR
10+ years,604xx,0,12000.0,Credit card refinancing,IL
10+ years,935xx,1,16000.0,Credit card refinancing,CA
4 years,370xx,0,23125.0,Debt consolidation,TN
10+ years,857xx,0,20000.0,Home improvement,AZ
10+ years,980xx,0,24000.0,Credit Cards,WA
2 years,142xx,0,8575.0,Farmer 129,NY
5 years,441xx,0,6000.0,Credit card refinancing,OH
8 years,328xx,0,4000.0,Debt consolidation,FL
3 years,069xx,0,18000.0,debt payoff,CT
2 years,442xx,0,2800.0,Credit card refinancing,OH
6 years,773xx,0,6000.0,Debt consolidation,TX
5 years,650xx,0,16000.0,Pay off debt,MO
6 years,206xx,1,35000.0,Debt consolidation,MD
10+ years,103xx,0,8000.0,Loan2,NY
1 year,282xx,0,24000.0,Home improvement,NC
2 years,913xx,0,3200.0,Credit card refinancing,CA
2 years,945xx,0,4675.0,Debt Consolidation,CA
8 years,622xx,1,25000.0,consolidation,IL
10+ years,773xx,1,14000.0,Debt consolidation,TX
10+ years,031xx,1,20000.0,Credit card refinancing,NH
10+ years,481xx,0,15000.0,Debt consolidation,MI
< 1 year,301xx,0,16000.0,Home improvement,GA
1 year,136xx,0,10000.0,Debt consolidation,NY
3 years,076xx,0,5000.0,Credit card refinancing,NJ
3 years,761xx,1,17200.0,Debt consolidation,TX
2 years,300xx,0,16000.0,Debt consolidation,GA
8 years,850xx,0,10000.0,Debt consolidation,AZ
5 years,136xx,0,15000.0,Get Rid of Debt,NY
3 years,802xx,0,7800.0,debt cleanup,CO
8 years,275xx,0,7000.0,Credit card refinancing,NC
10+ years,080xx,0,8000.0,Debt consolidation,NJ
7 years,545xx,0,10075.0,Credit card refinancing,WI
< 1 year,606xx,0,7000.0,Other,IL
10+ years,916xx,0,15000.0,Debt consolidation,CA
3 years,282xx,1,25000.0,Home improvement,NC
1 year,452xx,0,8000.0,Debt consolidation,OH
6 years,076xx,0,21000.0,Consolidation of Debt,NJ
10+ years,661xx,1,11200.0,Debt consolidation,KS
7 years,993xx,0,15000.0,Debt consolidation,WA
10+ years,492xx,0,3600.0,Debt consolidation,MI
10+ years,104xx,0,10500.0,Debt consolidation,NY
< 1 year,801xx,0,20000.0,Debt consolidation,CO
10+ years,786xx,0,25000.0,Credit card refinancing,TX
5 years,478xx,1,5375.0,Credit Card,IN
1 year,461xx,1,21600.0,Credit card refinancing,IN
10+ years,774xx,1,15000.0,Debt consolidation,TX
10+ years,809xx,0,7500.0,Debt consolidation,CO
1 year,405xx,0,5000.0,Debt consolidation,KY
4 years,516xx,1,21000.0,Home improvement,NY
6 years,840xx,1,20250.0,Debt consolidation,UT
10+ years,484xx,0,40000.0,Debt consolidation,MI
7 years,751xx,1,30000.0,Debt Consolidation,TX
< 1 year,351xx,0,11950.0,Credit card refinancing,AL
10+ years,926xx,0,28000.0,Debt consolidation,CA
4 years,604xx,0,8000.0,Debt consolidation,IL
4 years,981xx,0,24000.0,Debt consolidation,WA
8 years,780xx,0,7000.0,Debt consolidation,TX
7 years,999xx,0,10000.0,wedding loan,AK
10+ years,724xx,1,12000.0,Debt consolidation,AR
< 1 year,311xx,0,34775.0,Credit card refinancing,GA
1 year,030xx,0,28325.0,Home improvement,NH
10+ years,209xx,0,4000.0,Freedom,MD
5 years,833xx,1,15000.0,Debt consolidation,ID
10+ years,953xx,1,5000.0,Other,CA
10+ years,953xx,1,2500.0,Other,CA
10+ years,925xx,0,6000.0,Debt consolidation,CA
10+ years,430xx,0,20000.0,Credit card refinancing,OH
10+ years,078xx,0,15000.0,lovemyjob,NJ
3 years,923xx,1,14350.0,Debt consolidation,CA
2 years,329xx,0,15000.0,Credit card refinancing,FL
9 years,954xx,1,10000.0,Debt consolidation,CA
2 years,112xx,0,1450.0,Credit card refinancing,NY
4 years,648xx,1,18350.0,Business,MO
4 years,718xx,0,6400.0,Debt consolidation,AR
< 1 year,921xx,0,12000.0,Debt consolidation,CA
6 years,173xx,0,25000.0,Debt consolidation,PA
10+ years,119xx,1,27200.0,Other,NY
10+ years,605xx,0,5550.0,loan1,IL
10+ years,570xx,0,21000.0,Debt consolidation,SD
2 years,088xx,0,35000.0,Debt consolidation,NJ
3 years,173xx,0,31825.0,Business,PA
3 years,484xx,0,12000.0,Debt consolidation,MI
1 year,327xx,0,5000.0,Other,FL
10+ years,531xx,0,4550.0,Credit card refinancing,WI
9 years,490xx,0,10000.0,Credit card refinance,MI
10+ years,161xx,0,40000.0,Debt consolidation,PA
10+ years,301xx,0,10000.0,Other,GA
10+ years,217xx,0,14400.0,Credit card refinancing,MD
8 years,100xx,0,30375.0,Debt consolidation,NY
6 years,891xx,0,8000.0,Debt Consolidation,NV
< 1 year,932xx,0,7000.0,Other,CA
10+ years,985xx,0,12000.0,Debt consolidation,WA
10+ years,628xx,0,12000.0,Debt consolidation,IL
1 year,895xx,0,14950.0,Debt consolidation,NV
2 years,272xx,0,10000.0,Auto Loan,NC
2 years,074xx,1,21000.0,Debt consolidation,NJ
10+ years,871xx,0,4700.0,Debt consolidation,NM
10+ years,068xx,0,35000.0,Credit card refinancing,CT
10+ years,945xx,0,18700.0,Other,CA
10+ years,336xx,1,12000.0,personal,FL
10+ years,349xx,0,11500.0,Debt consolidation,FL
10+ years,070xx,0,15000.0,Debt consolidation,NJ
9 years,801xx,0,15000.0,Medical expenses,CO
< 1 year,109xx,0,15000.0,Credit card refinancing,NY
2 years,443xx,1,24000.0,Debt consolidation,OH
7 years,605xx,0,20000.0,Home improvement,IL
10+ years,380xx,0,2500.0,Major purchase,TN
10+ years,071xx,0,25000.0,Debt consolidation,NJ
4 years,060xx,0,20000.0,Debt consolidation,CT
7 years,338xx,0,12000.0,Debt consolidation,FL
10+ years,441xx,0,18000.0,Debt consolidation,OH
< 1 year,081xx,1,16800.0,Credit card refinancing,NJ
8 years,921xx,0,12000.0,Debt consolidation,CA
3 years,255xx,1,19200.0,bills,WV
< 1 year,795xx,0,15000.0,Debt consolidation,TX
10+ years,346xx,1,7575.0,Debt consolidation,FL
2 years,281xx,0,15000.0,Debt consolidation,NC
5 years,430xx,0,16000.0,Major purchase,OH
4 years,198xx,0,5500.0,Major purchase,DE
3 years,950xx,0,25000.0,Credit card refinancing,CA
10+ years,329xx,0,15000.0,Debt consolidation,FL
3 years,064xx,0,15000.0,Home improvement,CT
10+ years,900xx,1,6000.0,Debt consolidation,CA
10+ years,920xx,0,10000.0,Debt consolidation,CA
< 1 year,452xx,0,16000.0,Debt consolidation,OH
10+ years,069xx,0,25025.0,Debt consolidation,CT
2 years,313xx,0,16000.0,Debt consolidation,GA
6 years,195xx,1,16100.0,Consolidation,PA
10+ years,190xx,0,30000.0,debt consolidation,PA
2 years,371xx,0,14000.0,Debt consolidation,TN
2 years,331xx,0,15825.0,consolidation,FL
< 1 year,180xx,1,18000.0,Credit card refinancing,PA
5 years,891xx,0,11000.0,Debt Consolidation,NV
8 years,156xx,0,28000.0,Credit card refinancing,PA
7 years,111xx,1,14000.0,Debt consolidation,NY
< 1 year,945xx,0,3600.0,Moving and relocation,CA
2 years,300xx,0,17000.0,Credit Card Payoff,GA
2 years,335xx,0,26400.0,Debt consolidation,FL
8 years,200xx,0,22000.0,Debt consolidation,DC
4 years,329xx,1,6000.0,School Money for Mom of 4,FL
10+ years,325xx,0,24000.0,Home improvement,FL
1 year,303xx,0,1500.0,Car Loan,GA
10+ years,770xx,0,12000.0,Credit card refinancing,TX
4 years,967xx,1,20000.0,Business,HI
4 years,152xx,0,30000.0,Credit card refinancing,PA
5 years,554xx,1,15000.0,Credit card refinancing,MN
3 years,788xx,0,16000.0,Credit card refinancing,TX
5 years,765xx,1,4100.0,Major purchase,TX
10+ years,463xx,0,7200.0,Credit card refinancing,IN
10+ years,207xx,1,10000.0,Debt consolidation,MD
